Album,Artist,Week,Rank
Livin' It Up!,Jimmy Smith,45,177
The Best Of Wilson Pickett,Wilson Pickett,45,178
Apologize,Ed Ames,45,179
The Last Waltz,Engelbert Humperdinck,45,180
Greatest Hits,Stevie Wonder,45,181
Midnight Creeper,Lou Donaldson,45,182
Reflections,The Supremes,45,183
"Woman, Woman",Gary Puckett And The Union Gap,45,184
The Clown Died In Marvin Gardens,B,45,185
My Way Of Life,Bert Kaempfert And His Orchestra,45,186
Ogdens' Nut Gone Flake,Small Faces,45,187
Each Of Us Alone (The Words And Music Of Rod McKuen),Glenn Yarbrough,45,188
A Time To Sing,Hank Williams Jr.,45,189
Archives,Archives,45,190
Soul Bag,Mongo Santamaria,45,191
Plug Me In,Eddie Harris,45,192
"1,2,3 Red Light",1910 Fruitgum Co.,45,193
The Best Of The Impressions,The Impressions,45,194
Emotions,The Mystic Moods,45,195
Angel Of The Morning,Merrilee Rush & The Turnabouts,45,196
The Look Of Love,Stanley Turrentine,45,197
Behold & See,Ultimate,45,198
Chitty Chitty Bang Bang,Soundtrack,45,199
Another Place Another Time,Jerry Lee Lewis,45,200
Electric Ladyland,The Jimi Hendrix Experience,46,1
Cheap Thrills,Big Brother And The Holding Company,46,2
Time Peace/The Rascals' Greatest Hits,The Rascals,46,3
Feliciano!,Jose Feliciano,46,4
The Second,Steppenwolf,46,5
The Time Has Come,The Chambers Brothers,46,6
The Crazy World Of Arthur Brown,Arthur,46,7
Are You Experienced?,Jimi Hendrix,46,8
Wheels Of Fire,Cream,46,9
Gentle On My Mind,Glen Campbell,46,10
Crown Of Creation,Jefferson Airplane,46,11
A Man Without Love,Engelbert Humperdinck,46,12
Harper Valley P.T.A.,Jeannie C. Riley,46,13
Wild In The Streets,Soundtrack,46,14
Truth,Jeff Beck,46,15
In-A-Gadda-Da-Vida,Iron Butterfly,46,16
Bobbie Gentry & Glen Campbell,Bobbie Gentry & Glen Campbell,46,17
Super Session,Mike Bloomfield,46,18
The Graduate,Soundtrack,46,19
Late Again,"Peter, Paul & Mary",46,20
Boogie With Canned Heat,Canned Heat,46,21
Funny Girl,Barbra Streisand,46,22
Waiting For The Sun,The Doors,46,23
Shades Of Deep Purple,Deep Purple,46,24
Disraeli Gears,Cream,46,25
200 M.P.H.,Bill Cosby,46,26
The Hurdy Gurdy Man,Donovan,46,27
Aretha Now,Aretha Franklin,46,28
In Search Of The Lost Chord,The Moody Blues,46,29
Music From Big Pink,The Band,46,30
Bookends,Simon & Garfunkel,46,31
Steppenwolf,Steppenwolf,46,32
2001: A Space Odyssey,Soundtrack,46,33
Stoned Soul Picnic,The 5th Dimension,46,34
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,46,35
Look Around,Sergio Mendes,46,36
A Happening In Central Park,Barbra Streisand,46,37
Johnny Cash At Folsom Prison,Johnny Cash,46,38
Sailor,The Steve Miller Band,46,39
By The Time I Get To Phoenix,Glen Campbell,46,40
Hickory Holler Revisited,O.C. Smith,46,41
Hair,Original Cast Recording,46,42
Incredible,Gary Puckett And The Union Gap,46,43
Sounds Of Silence,Simon & Garfunkel,46,44
Vanilla Fudge,Vanilla Fudge,46,45
The Doors,The Doors,46,46
"Live At The Apollo, Volume II",James Brown,46,47
Honey,Andy Williams,46,48
Beat Of The Brass,Herb Alpert & The Tijuana Brass,46,49
"Hey, Little One",Glen Campbell,46,50
Shine On Brightly,Procol Harum,46,51
Idea,Bee Gees,46,52
"Golden Era, Vol. 2",The Mamas & The Papas,46,53
Creedence Clearwater Revival: Collector's Edition,Creedence Clearwater Revival,46,54
Frank Sinatra's Greatest Hits!,Frank Sinatra,46,55
Aretha: Lady Soul,Aretha Franklin,46,56
Realization,Johnny Rivers,46,57
Dean Martin's Greatest Hits! Vol. 1,Dean Martin,46,58
Bare Wires,John Mayall,46,59
"Turn Around, Look At Me",The Vogues,46,60
Special Occasion,Smokey Robinson & The Miracles,46,61
Live At London's Talk Of The Town,The Supremes,46,62
Days Of Future Past,The Moody Blues With The London Festival Orchestra (Knight),46,63
The Sound Of Boots,Boots Randolph,46,64
Petula,Petula Clark,46,65
A New Place In The Sun,Glen Campbell,46,66
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,46,67
Wildflowers,Judy Collins,46,68
A New Time-A New Day,The Chambers Brothers,46,69
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,46,70
The Sound Of Music,Soundtrack,46,71
Turn Around Look At Me,Ray Conniff,46,72
Renaissance,Vanilla Fudge,46,73
Magic Bus-The Who On Tour,The Who,46,74
Honey,Ray Conniff,46,75
The Temptations Greatest Hits,The Temptations,46,76
Young Girl,Gary Puckett And The Union Gap,46,77
Pat Paulsen For President,Pat Paulsen,46,78
You're All I Need,Tammi Terrell,46,79
Doctor Zhivago,Soundtrack,46,80
Last Time Around,The Buffalo Springfield,46,81
Donovan In Concert,Donovan,46,82
The Mason Williams Phonograph Record,Mason Williams,46,83
Wish It Would Rain,The Temptations,46,84
Farewell To The First Golden Era,The Mamas & The Papas,46,85
"The Super Hits, Vol. 2",Various Artists,46,86
Dream A Little Dream,Mama Cass,46,87
Fresh Cream,Cream,46,88
The Electrifying Eddie Harris,Eddie Harris,46,89
The Sea,San Sebastian,46,90
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,46,91
"The Good, The Bad And The Ugly",Soundtrack,46,92
A Tramp Shining,Richard Harris,46,93
Honey,Bobby Goldsboro,46,94
Angel Of The Morning (Hit Themes For Young Lovers),Percy Faith,46,95
Axis: Bold As Love,The Jimi Hendrix Experience,46,96
The Immortal Otis Redding,Otis Redding,46,97
Yesterday's Dreams,Four Tops,46,98
Finian's Rainbow,Soundtrack,46,99
The Four Tops Greatest Hits,Four Tops,46,100
Magical Mystery Tour (Soundtrack),The Beatles,46,101
Baptism,Joan Baez,46,102
Maiden Voyage,Ramsey Lewis,46,103
Outsideinside,Blue Cheer,46,104
"The Birds, The Bees & The Monkees",The Monkees,46,105
The Yard Went On Forever...,Richard Harris,46,106
Wichita Lineman,Glen Campbell,46,107
Camelot,Soundtrack,46,108
Spirit,Spirit,46,109
Alice's Restaurant,Soundtrack,46,110
Dean Martin's Greatest Hits! Vol. 2,Dean Martin,46,111
Hello Dummy!,Don Rickles,46,112
The Unicorn,The Irish Rovers,46,113
The Dock Of The Bay,Otis Redding,46,114
Special Request,The Lettermen,46,115
The Papas & The Mamas,The Mamas & The Papas,46,116
"To Russell, My Brother, Whom I Slept With",Bill Cosby,46,117
The Best Of Lou Rawls,Lou Rawls,46,118
Love Is Blue,Johnny Mathis,46,119
Release Me,Engelbert Humperdinck,46,120
Man Of La Mancha,Original Cast,46,121
The Sound Of Nancy Wilson,Nancy Wilson,46,122
Valley Of The Dolls,Dionne Warwick,46,123
Star!,Soundtrack,46,124
Sergio Mendes & Brasil '66,Sergio Mendes,46,125
Heavy,Iron Butterfly,46,126
Arlo,Arlo Guthrie,46,127
Goin' Out Of My Head,The Lettermen,46,128
Mozart: Piano Concertos Nos. 17 & 21,Geza Anda,46,129
Something Happening,Paul Revere & The Raiders,46,130
Strange Days,The Doors,46,131
Who Will Answer? And Other Songs Of Our Time,Ed Ames,46,132
In My Own Dream,The Paul Butterfield Blues Band,46,133
Soul Limbo,Booker T. & The MG's,46,134
Big Brother & The Holding Company,Big Brother And The Holding Company,46,135
Electric Mud,Muddy Waters,46,136
Nazz,Nazz,46,137
This Guy's In Love With You,Jerry Vale,46,138
Walkin' In Love Land,Eddy Arnold,46,139
A Day In The Life,Wes Montgomery,46,140
All Hung Up,The Irish Rovers,46,141
Prevailing Airs,Paul Mauriat,46,142
Word Pictures Featuring Autumn Of My Life,Bobby Goldsboro,46,143
"Up, Up And Away",The 5th Dimension,46,144
Laugh-In,Soundtrack,46,145
Interlude,Soundtrack,46,146
The Tom Jones Fever Zone,Tom Jones,46,147
Anthem Of The Sun,Grateful Dead,46,148
Reach Out,Burt Bacharach,46,149
Quicksilver Messenger Service,Quicksilver Messenger Service,46,150
The Romantic World Of Eddy Arnold,Eddy Arnold,46,151
Captain Sad And His Ship Of Fools,The Cowsills,46,152
Girl Watcher,The O'Kaysions,46,153
In The Groove,Marvin Gaye,46,154
Kiss Me Goodbye,Jim Nabors,46,155
Funny Girl,The Supremes,46,156
Road Song,Wes Montgomery,46,157
Mantovani...Memories,Mantovani,46,158
Up Up And Away,Boston Pops Orchestra,46,159
Nancy & Lee,Nancy Sinatra,46,160
Mr. Fantasy,Traffic,46,161
The Best Of Nancy Wilson,Nancy Wilson,46,162
Down Here On The Ground,Wes Montgomery,46,163
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,46,164
Apologize,Ed Ames,46,165
Lana!,Lana Cantrell,46,166
"It Crawled Into My Hand, Honest",Fugs,46,167
"Woman, Woman",Robert Goulet,46,168
The Last Waltz,Engelbert Humperdinck,46,169
Bob Dylan's Greatest Hits,Bob Dylan,46,170
Archives,Archives,46,171
John Wesley Harding,Bob Dylan,46,172
Journey To The Center Of The Mind,The Amboy Dukes,46,173
Ascending,Orpheus,46,174
The Best Of Al Martino,Al Martino,46,175
Aladdin,Rotary Connection,46,176
Livin' It Up!,Jimmy Smith,46,177
The Best Of Wilson Pickett,Wilson Pickett,46,178
Lonesome Cities,Rod McKuen,46,179
Smothers Comedy Brothers Hour,The Smothers Brothers,46,180
Live Wire/Blues Power,Albert King,46,181
Midnight Creeper,Lou Donaldson,46,182
The Turtles Present The Battle Of The Bands,The Turtles,46,183
The Clown Died In Marvin Gardens,B,46,184
The Lord's Prayer And Other Sacred Songs,Jim Nabors,46,185
"Woman, Woman",Gary Puckett And The Union Gap,46,186
Horowitz On Television,Vladimir Horowitz,46,187
Each Of Us Alone (The Words And Music Of Rod McKuen),Glenn Yarbrough,46,188
A Time To Sing,Hank Williams Jr.,46,189
Ogdens' Nut Gone Flake,Small Faces,46,190
Soul Bag,Mongo Santamaria,46,191
"1,2,3 Red Light",1910 Fruitgum Co.,46,192
The Look Of Love,Stanley Turrentine,46,193
Plug Me In,Eddie Harris,46,194
Emotions,The Mystic Moods,46,195
God Bless Tiny Tim,Tiny Tim,46,196
The Best Of The Impressions,The Impressions,46,197
Behold & See,Ultimate,46,198
Chitty Chitty Bang Bang,Soundtrack,46,199
"16 Original Big Hits, Volume 9",Various Artists,46,200
Electric Ladyland,The Jimi Hendrix Experience,47,1
Cheap Thrills,Big Brother And The Holding Company,47,2
Feliciano!,Jose Feliciano,47,3
The Second,Steppenwolf,47,4
Time Peace/The Rascals' Greatest Hits,The Rascals,47,5
Are You Experienced?,Jimi Hendrix,47,6
The Crazy World Of Arthur Brown,Arthur,47,7
The Time Has Come,The Chambers Brothers,47,8
Wheels Of Fire,Cream,47,9
Gentle On My Mind,Glen Campbell,47,10
Bobbie Gentry & Glen Campbell,Bobbie Gentry & Glen Campbell,47,11
Harper Valley P.T.A.,Jeannie C. Riley,47,12
Wild In The Streets,Soundtrack,47,13
A Man Without Love,Engelbert Humperdinck,47,14
In-A-Gadda-Da-Vida,Iron Butterfly,47,15
Super Session,Mike Bloomfield,47,16
Boogie With Canned Heat,Canned Heat,47,17
Late Again,"Peter, Paul & Mary",47,18
Funny Girl,Barbra Streisand,47,19
The Graduate,Soundtrack,47,20
Truth,Jeff Beck,47,21
A New Time-A New Day,The Chambers Brothers,47,22
Crown Of Creation,Jefferson Airplane,47,23
200 M.P.H.,Bill Cosby,47,24
Disraeli Gears,Cream,47,25
The Hurdy Gurdy Man,Donovan,47,26
Aretha Now,Aretha Franklin,47,27
In Search Of The Lost Chord,The Moody Blues,47,28
Steppenwolf,Steppenwolf,47,29
Bookends,Simon & Garfunkel,47,30
Shades Of Deep Purple,Deep Purple,47,31
A Happening In Central Park,Barbra Streisand,47,32
Music From Big Pink,The Band,47,33
Sailor,The Steve Miller Band,47,34
By The Time I Get To Phoenix,Glen Campbell,47,35
2001: A Space Odyssey,Soundtrack,47,36
Johnny Cash At Folsom Prison,Johnny Cash,47,37
Incredible,Gary Puckett And The Union Gap,47,38
Hair,Original Cast Recording,47,39
Hickory Holler Revisited,O.C. Smith,47,40
Honey,Andy Williams,47,41
Look Around,Sergio Mendes,47,42
Waiting For The Sun,The Doors,47,43
Wichita Lineman,Glen Campbell,47,44
"Live At The Apollo, Volume II",James Brown,47,45
Shine On Brightly,Procol Harum,47,46
"Turn Around, Look At Me",The Vogues,47,47
Wildflowers,Judy Collins,47,48
Sounds Of Silence,Simon & Garfunkel,47,49
Vanilla Fudge,Vanilla Fudge,47,50
Beat Of The Brass,Herb Alpert & The Tijuana Brass,47,51
"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,47,52
"Hey, Little One",Glen Campbell,47,53
Creedence Clearwater Revival: Collector's Edition,Creedence Clearwater Revival,47,54
Dean Martin's Greatest Hits! Vol. 1,Dean Martin,47,55
Special Occasion,Smokey Robinson & The Miracles,47,56
Idea,Bee Gees,47,57
Realization,Johnny Rivers,47,58
Bare Wires,John Mayall,47,59
Aretha: Lady Soul,Aretha Franklin,47,60
The Sound Of Boots,Boots Randolph,47,61
Live At London's Talk Of The Town,The Supremes,47,62
Diana Ross And The Supremes Greatest Hits,Diana Ross & The Supremes,47,63
Magic Bus-The Who On Tour,The Who,47,64
"Golden Era, Vol. 2",The Mamas & The Papas,47,65
Frank Sinatra's Greatest Hits!,Frank Sinatra,47,66
The Doors,The Doors,47,67
A New Place In The Sun,Glen Campbell,47,68
Stoned Soul Picnic,The 5th Dimension,47,69
The Temptations Greatest Hits,The Temptations,47,70
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,47,71
Turn Around Look At Me,Ray Conniff,47,72
The Sound Of Music,Soundtrack,47,73
Renaissance,Vanilla Fudge,47,74
Honey,Ray Conniff,47,75
Pat Paulsen For President,Pat Paulsen,47,76
The Yard Went On Forever...,Richard Harris,47,77
Doctor Zhivago,Soundtrack,47,78
You're All I Need,Tammi Terrell,47,79
Young Girl,Gary Puckett And The Union Gap,47,80
Walkin' In Love Land,Eddy Arnold,47,81
Last Time Around,The Buffalo Springfield,47,82
The Mason Williams Phonograph Record,Mason Williams,47,83
Petula,Petula Clark,47,84
Wish It Would Rain,The Temptations,47,85
"The Super Hits, Vol. 2",Various Artists,47,86
"The Good, The Bad And The Ugly",Soundtrack,47,87
Fresh Cream,Cream,47,88
The Sea,San Sebastian,47,89
"Dionne Warwick's Golden Hits, Part One",Dionne Warwick,47,90
Axis: Bold As Love,The Jimi Hendrix Experience,47,91
The Immortal Otis Redding,Otis Redding,47,92
Finian's Rainbow,Soundtrack,47,93
A Tramp Shining,Richard Harris,47,94
Honey,Bobby Goldsboro,47,95
Dream A Little Dream,Mama Cass,47,96
Yesterday's Dreams,Four Tops,47,97
The Electrifying Eddie Harris,Eddie Harris,47,98
Magical Mystery Tour (Soundtrack),The Beatles,47,99
The Four Tops Greatest Hits,Four Tops,47,100
Farewell To The First Golden Era,The Mamas & The Papas,47,101
Donovan In Concert,Donovan,47,102
The Best Of Lou Rawls,Lou Rawls,47,103
Days Of Future Past,The Moody Blues With The London Festival Orchestra (Knight),47,104
Angel Of The Morning (Hit Themes For Young Lovers),Percy Faith,47,105
"The Birds, The Bees & The Monkees",The Monkees,47,106
Arlo,Arlo Guthrie,47,107
Camelot,Soundtrack,47,108
Baptism,Joan Baez,47,109
"To Russell, My Brother, Whom I Slept With",Bill Cosby,47,110
Special Request,The Lettermen,47,111
Hello Dummy!,Don Rickles,47,112
Alice's Restaurant,Soundtrack,47,113
Dean Martin's Greatest Hits! Vol. 2,Dean Martin,47,114
Outsideinside,Blue Cheer,47,115
Aretha In Paris,Aretha Franklin,47,116
Word Pictures Featuring Autumn Of My Life,Bobby Goldsboro,47,117
The Unicorn,The Irish Rovers,47,118
Love Is Blue,Johnny Mathis,47,119
Spirit,Spirit,47,120
Man Of La Mancha,Original Cast,47,121
Star!,Soundtrack,47,122
The Papas & The Mamas,The Mamas & The Papas,47,123
Goin' Out Of My Head,The Lettermen,47,124
The Sound Of Nancy Wilson,Nancy Wilson,47,125
Release Me,Engelbert Humperdinck,47,126
Mozart: Piano Concertos Nos. 17 & 21,Geza Anda,47,127
Electric Mud,Muddy Waters,47,128
Who Will Answer? And Other Songs Of Our Time,Ed Ames,47,129
Strange Days,The Doors,47,130
A Day In The Life,Wes Montgomery,47,131
The Dock Of The Bay,Otis Redding,47,132
Heavy,Iron Butterfly,47,133
Sergio Mendes & Brasil '66,Sergio Mendes,47,134
This Guy's In Love With You,Jerry Vale,47,135
In My Own Dream,The Paul Butterfield Blues Band,47,136
Nazz,Nazz,47,137
Big Brother & The Holding Company,Big Brother And The Holding Company,47,138
All Hung Up,The Irish Rovers,47,139
Something Happening,Paul Revere & The Raiders,47,140
Laugh-In,Soundtrack,47,141
Valley Of The Dolls,Dionne Warwick,47,142
Mantovani...Memories,Mantovani,47,143
In The Groove,Marvin Gaye,47,144
Soul Limbo,Booker T. & The MG's,47,145
"Up, Up And Away",The 5th Dimension,47,146
The Tom Jones Fever Zone,Tom Jones,47,147
Nancy & Lee,Nancy Sinatra,47,148
Prevailing Airs,Paul Mauriat,47,149
Road Song,Wes Montgomery,47,150
The Romantic World Of Eddy Arnold,Eddy Arnold,47,151
Mr. Fantasy,Traffic,47,152
Girl Watcher,The O'Kaysions,47,153
Captain Sad And His Ship Of Fools,The Cowsills,47,154
Quicksilver Messenger Service,Quicksilver Messenger Service,47,155
Anthem Of The Sun,Grateful Dead,47,156
Maiden Voyage,Ramsey Lewis,47,157
Up Up And Away,Boston Pops Orchestra,47,158
John W. Anderson Presents KaSandra,K,47,159
Live Wire/Blues Power,Albert King,47,160
The Best Of Nancy Wilson,Nancy Wilson,47,161
"Woman, Woman",Robert Goulet,47,162
Apologize,Ed Ames,47,163
Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass,47,164
Down Here On The Ground,Wes Montgomery,47,165
Lana!,Lana Cantrell,47,166
Archives,Archives,47,167
Funny Girl,The Supremes,47,168
Bob Dylan's Greatest Hits,Bob Dylan,47,169
The Last Waltz,Engelbert Humperdinck,47,170
Kiss Me Goodbye,Jim Nabors,47,171
John Wesley Harding,Bob Dylan,47,172
Livin' It Up!,Jimmy Smith,47,173
The Best Of Al Martino,Al Martino,47,174
The Lord's Prayer And Other Sacred Songs,Jim Nabors,47,175
"It Crawled Into My Hand, Honest",Fugs,47,176
The Best Of Booker T. & The MG's,Booker T. & The MG's,47,177
Lonesome Cities,Rod McKuen,47,178
Smothers Comedy Brothers Hour,The Smothers Brothers,47,179
The Turtles Present The Battle Of The Bands,The Turtles,47,180
Ascending,Orpheus,47,181
Midnight Creeper,Lou Donaldson,47,182
"The Super Hits, Vol. 3",Various Artists,47,183
Hold Me Tight,Johnny Nash,47,184
Golden Grass,The Grass Roots,47,185
!!Going Places!!,Herb Alpert & The Tijuana Brass,47,186
Horowitz On Television,Vladimir Horowitz,47,187
"Greatest Hits, Vol. 2",The Miracles,47,188
Soul Bag,Mongo Santamaria,47,189
"1,2,3 Red Light",1910 Fruitgum Co.,47,190
"Woman, Woman",Gary Puckett And The Union Gap,47,191
Chitty Chitty Bang Bang,Soundtrack,47,192
Blooming Hits,Paul Mauriat And His Orchestra,47,193
Emotions,The Mystic Moods,47,194
South Of The Border,Herb Alpert & The Tijuana Brass,47,195
God Bless Tiny Tim,Tiny Tim,47,196
The Best Of Eddy Arnold,Eddy Arnold,47,197
Herb Alpert's Ninth,Herb Alpert & The Tijuana Brass,47,198
A Long Time Comin',Electric Flag,47,199
"16 Original Big Hits, Volume 9",Various Artists,47,200
Cheap Thrills,Big Brother And The Holding Company,48,1
Electric Ladyland,The Jimi Hendrix Experience,48,2
Feliciano!,Jose Feliciano,48,3
The Second,Steppenwolf,48,4
Time Peace/The Rascals' Greatest Hits,The Rascals,48,5
The Time Has Come,The Chambers Brothers,48,6
Are You Experienced?,Jimi Hendrix,48,7
The Crazy World Of Arthur Brown,Arthur,48,8
Wheels Of Fire,Cream,48,9
Gentle On My Mind,Glen Campbell,48,10
Bobbie Gentry & Glen Campbell,Bobbie Gentry & Glen Campbell,48,11
Harper Valley P.T.A.,Jeannie C. Riley,48,12
Super Session,Mike Bloomfield,48,13
A Man Without Love,Engelbert Humperdinck,48,14
In-A-Gadda-Da-Vida,Iron Butterfly,48,15
Late Again,"Peter, Paul & Mary",48,16
Boogie With Canned Heat,Canned Heat,48,17
Funny Girl,Barbra Streisand,48,18
Wild In The Streets,Soundtrack,48,19
A New Time-A New Day,The Chambers Brothers,48,20
The Hurdy Gurdy Man,Donovan,48,21
Truth,Jeff Beck,48,22
Crown Of Creation,Jefferson Airplane,48,23
200 M.P.H.,Bill Cosby,48,24
In Search Of The Lost Chord,The Moody Blues,48,25
Wichita Lineman,Glen Campbell,48,26
Sailor,The Steve Miller Band,48,27
Bookends,Simon & Garfunkel,48,28
The Graduate,Soundtrack,48,29
Hickory Holler Revisited,O.C. Smith,48,30
A Happening In Central Park,Barbra Streisand,48,31
Shades Of Deep Purple,Deep Purple,48,32
Incredible,Gary Puckett And The Union Gap,48,33
Music From Big Pink,The Band,48,34
2001: A Space Odyssey,Soundtrack,48,35
Disraeli Gears,Cream,48,36
Hair,Original Cast Recording,48,37
Steppenwolf,Steppenwolf,48,38
Johnny Cash At Folsom Prison,Johnny Cash,48,39
Magic Bus-The Who On Tour,The Who,48,40
Shine On Brightly,Procol Harum,48,41
"Turn Around, Look At Me",The Vogues,48,42
"Live At The Apollo, Volume II",James Brown,48,43
Wildflowers,Judy Collins,48,44
Honey,Andy Williams,48,45
Aretha Now,Aretha Franklin,48,46
By The Time I Get To Phoenix,Glen Campbell,48,47
Look Around,Sergio Mendes,48,48
Waiting For The Sun,The Doors,48,49
